 name ,category,supplier,subcategory,description,price,expiryDate,quantity,color,size,country,type,style,perc_alcholas,fermentation,aromas,taste,flavors,recommended,features
Amiral benson hallertau blanc,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,10.45,17-12-2018,12,n.a,33cl,Francaise,La brasserie du Mont Salﾏve,ipa,0.06,Fermentation Haute,"Trﾏs fruit_, des melons, de la pﾐche, du morceau de banane.","D_but amﾏre, banane, fruit_, citron, houblon, melons. Aprﾏs-go_t: amer, herbeux, peu malt_, un peu de caramel, agrumes, herbeux",n.a,n.a,Moyenne 
Stout ou rien,Biéres Artisanales,Chez Alan ,Bouteilles,"Stout ou rien est une bi�re noire brass_e avec quatre malts diff_rents. Cette mouture lui conf�re des notes de cacao, de caf_ et de pain grill_. Son amertume relativement puissante compl�te ce bouquet chaleureux. Ingr_dients : eau, malts d�orge et de bl_, sucre, houblons, levure. ",4,18-12-2018,12,Noire,33cl,Francaise,Brasserie du grand zig,Irsh Stout,0.06,Fermentation Haute,"des notes de cacao, de caf_ et de pain grill_",Son amertume relativement puissante compl�te ce bouquet chaleureux. �,n.a,n.a,Moyenne 
Pale ale    ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.5,19-12-2018,12,Blonde,33cl,Francaise,Skumenn,pale ale ,0.05,Fermentation Haute,"Frais, dominance d�agrumes et notes de fruits tropicaux","Vive, fra�che, s�che et fruit_e, l_g�rement malt_e, amertume douce et longue, d_salt_rante",n.a,"Plats � base de poisson, sushis et les fruits de mer
Temp_rature de d_gustation : 7 C�",Moyenne 
Rye india ,Biéres Artisanales,Chez Alan ,Bouteilles,"RYE INDIA PALE ALE Cette India Pale Ale � base de seigle et d�avoine d_voile un nouvel aspect des IPA. Ces c_r_ales lui conf�rent un corps l_g�rement soyeux, une belle texture, quelques notes _pic_es et une pointe sucr_e, le tout relev_ par un assemblage de houblons tr�s aromatiques. Malts : Pilsner / Carared / Flocon d�avoine / Seigle Houblons : Chinook / Columbus ASPECT Robe blonde l_g�rement dor_e.",3.5,20-12-2018,12,Blonde,33cl,Francaise,Skumenn,pale ale ,0.07,Fermentation Haute,"Frais, qui s�ouvre imm_diatement sur des flaveurs d�agrumes (pamplemousse) et les fruits tropicaux (chair de mangue). � ","Vive, fra�che et fruit_e, l_g�rement ronde et malt_e de part l�avoine, amertume douce et longue. Attaque houblonn_e, fid�le au nez. Une v_ritable salade de fruits rafraichissante sur le pamplemousse, la mangue et le zeste de citron. L_g�re et d_salt_rante.",D�abord soutenue gr�ce au travail des houblons et se dissipe ensuite comme la brume.,N.a,Moyenne 
Bisou caillou   ,Biéres Artisanales,Chez Alan ,Bouteilles,"Une Session Summer Ale hautement rafraichissante et incroyablement fleurie (houblons Simcoe/Ekuanot) � seulement 3,5% ",3.5,21-12-2018,12,Ambr_e,33cl,Francaise,Skumenn,Session IPA,0.035,Fermentation Haute,N.a,N.a,n.a,n.a,L_g�re
Wheat India Pale Ale,Biéres Artisanales,Chez Alan ,Bouteilles,"Elabor_e pour surprendre, cette � India Pale Ale � commun_ment appel_e � IPA �, est par nature une bi�re tr�s houblonn_e et particuli�rement go_t_e, brass_e � base de malt de bl_. Flirtant avec la blanche belge, cette bi�re se d_marque par sa forte amertume ses ar�mes riches et prononc_s. Malts : Malt de bl_ / Pilsner / Crystal Houblons : Nugget / Columbus / Cascade / Chinook ASPECT Robe blonde l_g�rement diaphane",3.5,22-12-2018,12,Blonde,33cl,Francaise,Skumenn,pale ale ,0.055,Fermentation Haute,"Vif, expressif, floral et fruit_ sur le p_pin de pamplemousse et le zeste de mandarine","Rafraichissante gr�ce � sa texture tout en l_g�ret_ ! Belle amertume sur les agrumes (pamplemousse, kumquat), et des notes r_sineuses de s�ve",Longue et soutenue sur des notes v_g_tales (persil) et de r_sineux (s�ve de pin). ,n.a,Moyenne 
La flemme ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,6.6,23-12-2018,12,Blonde,33cl,Francaise,La dill_tante,American Pale Ale ,0.052,Fermentation Haute,"sucr_, confit, un peu caramel",houblonn_ un peu floral et fruit_ avec petites _pices et caramel,legere sur l�epice et le fruit_.,n.a,Moyenne 
La fougue   ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,24-12-2018,12,Blonde,33cl,Francaise,La dill_tante,Indian Pale ale,0.065,Fermentation Haute,"citrus, tropical fruits, caramel and herbal hops.",Moyenne sweet and bitter finish,n.a,Marche tr�s bien aussi � table avec des fromages ou des plats _pic_s !,Moyenne 
La fi�vre ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,25-12-2018,12,Ambr_e,33cl,Francaise,La dill_tante,Ale,0.06,Fermentation Haute,"Caramel, agrumes, floral","Caramel, citron, florale, _pic_e Bi�re _quilibr_e et agr_able � boire",n.a,n.a,Moyenne 
India pale ale bravo,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,26-12-2018,12,Blonde,33cl,Francaise,La dill_tante,IPA,0.06,Fermentation Haute,n.a,n.a,n.a,n.a,Moyenne 
Wheat Ale,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,27-12-2018,12,Blonde,33cl,Francaise,La dill_tante,Barrel Aged,0.06,n.a,slightly acidulated and wooded to highlight the very aromatic side of the chenin,n.a,n.a,halfway between cider and wine.,Moyenne 
Rakau,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,28-12-2018,12,Blonde,33cl,Francaise,La dill_tante,IPA,0.06,n.a,n.a,n.a,n.a,mono malt et mono houblon,Moyenne 
Boston lager    ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.5,29-12-2018,12,Blonde,33cl,Francaise,Samuel adams,Lager,0.048,Fermentation Basse,"Malts grill_s, caramel, abricot","Malts, orange, abricot",Belle douceur et l_gﾏre amertume,N.a,L_gﾏre
Stone ipa     ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,30-12-2018,12,Ambr_e,33cl,Francaise,Stone,IPA,0.069,Fermentation Haute,"Tropical, citrusy, piney hop saveurs","Amertume moyenne et acidit_ moyenne
Finition de pamplemousse amer et amer",n.a,n.a,Moyenne 
Go to ipa    ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,31-12-2018,12,Ambr_e,33cl,Francaise,Stone,Session IPA ,0.047,Fermentation Haute,Pamplemousse et herbes,Amertume lourde. Bouche: corps moyen � texture mince et carbonatation douce,n.a,n.a,L_g�re
yin,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,6.2,1/1/19,12,Noire,33cl,Francaise,Evil twin,Imperial Stout ,0.1,Fermentation Haute,"Caf_, chocolat et caramel noir doux","Trﾏs rﾪti, chocolat noir, espresso, caulk, plein mais pas doux, avec de l'alcool r_chauffant dans la gorge, mais pas beaucoup",n.a,n.a,Forte
I love you with my ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,6.6,2/1/19,12,Noire,33cl,Francaise,Evil twin,Imperial Stout ,0.12,Fermentation Haute,"Lisse, sﾏche avec des notes de caf_, du malt rﾪti et du chocolat","Trﾏs sec, chocolat amer, malts fonc_s et notes de dessert",n.a,n.a,Forte
Dark humor club coconut,Biéres Artisanales,Chez Alan ,Bouteilles,"Rejoignez le Dark Humor Club, o� la vie est amusante et les blagues sont sombres! Quand vous �tes amoureux des noix de coco, vous �tes dans cette Stout de noix de coco imp_riale! Une autre charcuterie de notre s_rie est cette bi�re brune profonde et sucr_e. D_licieux avec un g�teau au chocolat riche, fromage dur et essayez avec du curry! ",5,3/1/19,12,Noire,33cl,Estonie,Sori ,Imperial Stout ,0.08,Fermentation Haute,"Ar�mes de malt, de noix de coco, de caf_ et de chocolat.","Saveurs de chocolat, de noix de coco, de malt et de caf_",n.a,n.a,Forte 
Dark humor club bourbon vanilla caconibs,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5,4/1/19,12,Noire,33cl,Estonie,Sori ,Imperial Stout ,0.08,Fermentation Haute,"Arﾪmes malt_s, herbac_s et _pic_s avec des notes de caf_, de grill_ et de cacao.","Saveurs de caf_, de vanille, de caramel, de r_glisse, de cacao et de malt.",n.a,n.a,Forte 
Vanilla cake fever,Biéres Artisanales,Chez Alan ,Bouteilles,"Vanilla Cake Fever est un Porter Baltique Imp_rial massif et savoureux avec un _tonnant chocolat noir et des personnages vanill_s exotiques. Encore une de ces bi�res o� nous n'avons pas compt_ les heures. Associez-le � des desserts comme la cr�me glac_e � la vanille, l'espresso et autres desserts aromatis_s au caf_.",5,5/1/19,12,Noire,33cl,Estonie,Sori ,Porter/Noire,0.099,Fermentation Haute,"Ar�mes de malt grill_, de vanille, de chocolat et de liqueur.","Saveurs de chocolat noir, de liqueur, de vanille, de malt grill_ et de caramel.",n.a,n.a,Forte 
Dark humor club hot chocolate,Biéres Artisanales,Chez Alan ,Bouteilles,"Dark Humor Club�s strongest and darkest beer is Hot Chocolate. A complex, rich flavored chocolate Imperial Stout. Brewed slow and carefully to get the every bit of that complex flavor. Matured on a massive amount of cocoa nibs where it gets it dark chocolate flavor and aroma. ",5,6/1/19,12,Noire,33cl,Estonie,Sori ,Imperial Stout ,0.102,Fermentation Haute,"Ar�mes sucr_s comme le cacao, le malt grill_, le chocolat, le caramel et les fruits secs.","Saveurs de malt grill_, de chocolat noir, de caf_, de caramel, de vanille et de liqueur.",n.a,n.a,Forte 
Conca d�oro   ,Biéres Artisanales,Chez Alan ,Bouteilles,"La Conca d'Oro est une riche bi�re imp_riale vieillie dans des f_ts de Chianti Classico de la prestigieuse cave Candialle. Nomm_ d'apr�s Conca d'Oro (Golden Bowl) � Panzano in Chianti, la vall_e o� se trouve le vignoble. Cette _dition limit_e Imperial Stout est cors_ et velout_ avec du Chianti piquant et de subtiles notes de vanille du f_t de ch�ne fran�ais. Vous pouvez _galement faire m_rir cette bi�re � une temp_rature constante de 10 � 15 � C. Profitez en 12C d'un verre de vin ou de tulipe.",6.6,7/1/19,12,Noire,33cl,Estonie,Sori ,Imperial Stout ,0.115,Fermentation Haute,"Ar�mes de cacao, de r_glisse, de caf_, d'alcool, de caramel, de ch�ne et de vanille.","Saveurs de noix de coco, de chocolat, de r_glisse, de caf_, de fruits secs, de malt grill_, de ch�ne et de caramel.",n.a,n.a,Forte 
Islandic white ale,Biéres Artisanales,Chez Alan ,Bouteilles,"Brass_e dans la tradition belge s_culaire, notre bi�re blanche arbore les saveurs complexes du witbier classique, y compris l'_corce d'orange et la coriandre, toutes brass_es avec de l'eau pure d'Islande qui d_livre une douceur fra�che, savoureuse et rafra�chissante.",4.95,8/1/19,12,Blanche ,33cl,Islandaise,Einstok,Witbier,0.052,Fermentation Haute,"Coriandre, agrumes, herbes et c_r_ales","Orange, coriandre, _pices, bl_ et malt",n.a,n.a,Moyenne 
Creature ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,9/1/19,12,Blonde,33cl,Portugaise,Dos corvos cervejeira,India Pale Ale,0.068,Fermentation Haute,"Arﾪmes frais et fruit_s d'orange, de pﾐche, de pin, de houblon et de fruits tropicaux.","Saveurs fruit_es et houblonn_es avec des touches de pin, de fruits tropicaux, de mangue, de pﾐche, de malt et d'orange.",n.a,n.a,Moyenne 
Finisterra    ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,10/1/19,12,Noire,33cl,Portugaise,Dos corvos cervejeira,Imperial Porter,0.08,Fermentation Haute,"Arﾪmes de malt grill_, de chocolat noir, de caramel et de fruits secs.","Saveurs de caramel, de chocolat, de houblon, de grill_ et de fruits secs.",n.a,n.a,Moyenne 
Aker   ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,11/1/19,12,Blonde,33cl,Espagnole,Naparbier,IPA,0.067,Fermentation Haute,"Exotiques, tropicaux","Litchi, ananas, passion",N.a,N.a,Moyenne 
Pumpkin Imperial Stout,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,6.5,12/1/19,12,Noire,33cl,Espagnole,Naparbier,Imperial Stout,0.116,Fermentation Haute,"Le soja, la citrouille terrestre et les poivrons r�tis, l'espresso et la guimauve",n.a,"Le soja, le pain � grains entiers, la courge, la m_re, le caramel et les chiliis r�tis",n.a,Forte
Milky Brain,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5.5,13-01-2019,12,Blonde,33cl,Espagnole,Naparbier,IPA,0.071,Fermentation Haute,"Malt, fruits tropicaux, agrumes, herbes","Houblon, citrus, mangue, doux",n.a,n.a,Moyenne 
Insider,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,14-01-2019,12,Ambr_e,33cl,Espagnole,Naparbier,IPA,0.073,Fermentation Haute,"Des claquettes de houblon d_color_, avec des notes de crackers Graham, des malts p�les l_g�rement grill_s, du caramel s_ch_, de la peau d'orange","Graham crackers, m_rissement des agrumes, jammy orange, caramel mod_r_, pin r_sineux, quelques raisins dor_s","Saveur douce avec plus de notes de caramel, malts breves, amertume l_g�re douce, un peu d'alcool",n.a,Moyenne 
22,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,15-01-2019,12,n.a,33cl,Espagnole,Naparbier,n.a,0.055,n.a,n.a,n.a,n.a,n.a,Moyenne 
Mad Clown,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,16-01-2019,12,Ambr_e,33cl,Espagnole,Naparbier,American Pale ale,0.057,Fermentation Haute,"_l_gant sur des notes de mangue, de fruits exotiques, d�agrumes confits, de houblon","� l�attaque fra�che, acidul_e, fruit_e, belle bulle tout en _l_gance, finale tout en fruit et en fra�cheur.",n.a,n.a,Moyenne 
Imparable ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,17-01-2019,12,Ambr_e,33cl,Espagnole,Basqueland brewing project,IPA,0.068,Fermentation Haute,"fruit_ avec de la papaye, de la goyave, de l'ananas, et des notes de r_sine de pin.","Fruit_, houblonn_, tropical, et caram_lis_.",n.a,n.a,Moyenne 
Sweet dreams   ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,18-01-2019,12,Maron ,33cl,Espagnole,La quince ,Barley Wine ,0.105,n.a,"Douceur, malts et banane m_re","Le palais _tait cors_ � moyen carbonatation; L'apr�s-go_t _tait doux, malsain et amer","malts, dark fruits, ripe banana, caramel and bitterness",n.a,Forte
Extra horny   ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,19-01-2019,12,Ambr_e,33cl,Espagnole,La quince ,India Style Lager ,0.069,Fermentation Haute,"Fruit_, grain, l_ger v_g_tal",Finition ferme et amﾏre,Amer avec une douceur malsaine,n.a,Moyenne 
Vanilla milkshake ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5.5,20-01-2019,12,n.a,33cl,Espagnole,La quince ,stout,0.085,n.a,n.a,n.a,n.a,n.a,Forte
Boise ,Biéres Artisanales,Chez Alan ,Bouteilles,"Boise, capital de Idaho, tiene una nutrida comunidad vasca originada a partir de los primeros emigrantes, buscadores de oro luego reconvertidos en pastores trashumantes. Esta American IPA pretende representar el enriquecimiento mutuo entre la cultura del emigrante y la cultura que lo recibe. ",4,21-01-2019,12,Ambr_e,33cl,Espagnole,Bidassoa Basque Brewery,American IPA,0.069,Fermentation Haute,"d_licats ar�mes floraux et d�agrumes, avec des nuances de bois et de maths torr_fi_s.",Amertume intense ,n.a,n.a,Moyenne 
Larrun ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5,22-01-2019,12,Ambr_e,33cl,Espagnole,Bidassoa Basque Brewery,Imperial IPA,0.085,Fermentation Haute,"Citrus et en particulier orange, un peu de pin et de seigle, et aprﾏs un certain temps de marmelade et des notes de caramel",Forte finition amﾏre,n.a,n.a,Forte
Licoranise  ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,23-01-2019,12,Noire,33cl,Espagnole,Montseny artesana,Imperial Stout,0.105,Fermentation Haute,n.a,n.a,"Racis de r_glisse, anis _toil_ et sucre muscovado",n.a,Forte 
Black hole  ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,24-01-2019,12,Noire,33cl,Espagnole,Brew & roll,Stout,0.059,Fermentation Haute,"une grande vari_t_ d_riv_e des malts utilis_s, de la r_glisse, du chocolat, du g�teau _ponge, plus un toucher houblon _pic_, un corps rond et dense","caract_ristique de l'avoine � la fin de la boisson. En plus de Les autres saveurs des malts, montre _galement une touche l_g�rement terreuse d_riv_e du houblon employ_",n.a,n.a,Moyenne 
Bengal   ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,25-01-2019,12,Blonde ,33cl,Espagnole,Brew & roll,IPA,0.072,Fermentation Haute,"les agrumes, les touches r_sineuses et _pic_es pr_dominent",nous trouvons une biﾏre avec un corps moyen-_lev_ et une carbonatation moyenne avec de petites bulles,"Avec saveur de malt, toasts, fruits m_rs, agrumes et douceur l_gﾏre, c'est une biﾏre trﾏs _quilibr_e mais avec un caractﾏre",n.a,Moyenne 
Kaiman     ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,26-01-2019,12,Ambr_e,33cl,Espagnole,Brew & roll,IPA,0.059,Fermentation Haute,un puissant arﾪme tropical et r_sineux,vous pouvez voir les malts bien que ce qui pr_domine soit le houblon qui donne une amertume agr_able et puissante,n.a,n.a,Moyenne 
Hop & lide   ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,3.3,27-01-2019,12,Noire,33cl,Hollandaise,De molen,Imperial Stout ,0.098,Fermentation Haute,Arﾪmes caf_s et notes tourb_es,Saveurs chocolat_es et caram_lis_es,n.a,n.a,Forte 
Cabreuva & safraras,Biéres Artisanales,Chez Alan ,Bouteilles,Saison bois br_silienne,4,28-01-2019,12,Blonde,33cl,Hollandaise,De molen,Saison ,0.066,Fermentation Haute,"_pic_s de bois, de plantes avec une pointe fum_e","Avec une dominante de c_r_ales, c�est une bi�re douce et agr_able avec une fin de bouche poivr_e.","n,a","Cuisines Asiatique, Grillades, Poisson",Moyenne 
Hel & verdoemenis,Biéres Artisanales,Chez Alan ,Bouteilles,"Brass_e avec des malts bruns, un malt de sp_cialit_ traditionnel anglais, nous avons cr__ une Imperial Russian Stout qui a remport_ des prix dans des festivals � travers l'Europe, de la Su�de � l'Italie. C'est gros, noir, torr_fi_ et complexe. Nous sommes convaincus que ne pas essayer cette bi�re sera un p_ch_ mortel pour vos papilles et votre exp_rience de la bi�re. Les copeaux de ch�ne ont _t_ mis dans le cognac de 40 ans et ensuite ajout_s � la bi�re.",7.15,29-01-2019,12,Noire,33cl,Hollandaise,De molen,Imperial Stout ,0.1,Fermentation Haute,n.a,n.a,caf_ et de chocolat,n.a,Forte
Bommen  &  granatenen,Biéres Artisanales,Chez Alan ,Bouteilles,"Il y a beaucoup de fruits comme l'orange, la mandarine et les pommes sucr_es. C'est puissant et cors_ mais toujours facile � vivre. Bien que le nom sugg�re le contraire, c'est notre pr_f_r_ parmi la client�le f_minine mais aussi tr�s appr_ci_ par l'autre sexe. Bien houblonn_ comme toujours, mais l'alcool _vident et le caract�re massif du malt et des fruits limitent le houblon � l'arri�re plan, pour se r_v_ler dans la finale. Cors_, notes de champagne. Mousse de Champagne apr�s la coul_e dans le verre. Raisins et un soup�on de mandarine curacao dans l'ar�me, avec un soup�on de vin mousseux. Saveur sucr_e et malt_e, tr�s cors_e, avec un curacao de mandarine et des notes vineuses. Bouche _paisse, juste une touche de levure dans l'arri�re-go_t. �norme bi�re. ABV sur l'_tiquette r_duit de 15 � 11,9%. La recette reste la m�me",7.7,30-01-2019,12,Ambr_e,33cl,Hollandaise,De molen,Barley Wine ,0.115,Fermentation Haute,"Le caramel, l'_pice douce, l'orange, les raisins secs, la pomme rouge, les fruits et l'alcool.","Assez grande douceur et amertume moyenne. Notes de sucre brun, raisins secs, orange, indice de cannelle. Bouche: cors_, huile / texture collante et carbonatation moyenne",n.a,n.a,Forte 
Vogelen   ,Biéres Artisanales,Chez Alan ,Bouteilles,"Une marmite de bl_ aigre aigre aigre avec Lactobacillus Brevis et Lactobacillus Delbrueckii, ferment_ avec de la levure de biﾏre am_ricaine et dryhopped avec Columbus, Chinook et Centennial.",4.4,31-01-2019,12,Blanche,33cl,Hollandaise,Oedipus ,Berliner Weisse,0.04,fermentation haut,"Citron vert, cl_mentine","Citron vert, cl_mentine",L_gﾏre acidit_,"Poisson blanc, saumon marin_, huitres",L_gﾏre
Spaghetti western Grappa Barrel ,Biéres Artisanales,Chez Alan ,Bouteilles,"""Imperial Chocolate Coffee Stout"" vieilli en f_ts de grappa pi_montais. Edition limit_e (1092 bouteilles)",6.1,1/2/19,12,Noire,33cl,Italienne,Brewfist,Imperial Stout ,0.087,Fermentation Haute,"Chocolat, malt rﾪti, nouilles, vanille, d_cent","Malt rﾪti l_ger, caf_ l_ger, chocolat l_ger, nouilles, _trange. Mouthfeel est le corps moyen, la carbonatation l_gﾏre, l'arriﾏre-go_t de malt rﾪti l_gﾏrement",n.a,n.a,Forte
Verdi      ,Biéres Artisanales,Chez Alan ,Bouteilles,"Bi�re ferment_e op soumise � une fermentation secondaire en bouteille. Il est d'un noir profond d'_b�ne avec une t�te de cappuccino. Le nez a des ar�mes de chocolat, de r_glisse, de marc de caf_ et de tabac aux nuances d'alcool. Sa bouche cors_e, longue dur_e, lisse et s�che est suivie d'une finale _tonnamment chaude qui brise sa pl_nitude initiale et vous donne envie de plus!",6.6,2/2/19,12,Noire,33cl,Italienne,Birrificio del ducato,Imperial Stout,0.082,Fermentation haut,"Caf_ fort, chocolat noir, r_glisse, herbes s�ches",Caf_ piment_,n.a,"Foie gras po�l_ au pain d'_pices,crumble de poires et vanille",Forte
Cuv_e Alex le rouge,Biéres Artisanales,Chez Alan ,Bouteilles,"M_daille d'argent au festival de la biﾏre extrﾐme de Soleure 2007. Une biﾏre noire extrﾐme dont le nez va vers le poivre, la vanille, les cendres, le tabac et le houblon frais. Il atteint le palais tout en douceur, mais devient rapidement intens_ment amer, mais pas trﾏs sec. Finale longue et satisfaisante.
Cette cuv_e a _t_ cr__e en l'honneur du r_volutionnaire jurassien Alex Le Rouge. Profitez de cette merveilleuse Cuv_e � environ 10 � -12 � C (50 � -53 � F), avec un croquant de chocolat amer ou un cigare. La cuv_e Alex Le Rouge peut �tre s_questr_e pendant quelques ann_es dans une cave. Ingr_dients: eau, malts d'orge, houblon, sucre de canne, levure, poivre Serawak, th_ de Russie, vanille Bourbon.",5.5,3/2/19,12,Noire,33cl,Suisse,BFM,Imperial Stout,0.10276, Fermentation haut  ,"Caramel, raisins secs, canneberges mac_r_es dans l'alcool","Raisins secs, canneberges, chocolat noir, th_ noir, vanille, caramel,r_glisse","Puissante et cr_meuse, l_g�rement acidul_e, amertume d_mesur_e en final","Foie gras _pic_, civet de chevreuil sauce au vin, moelleux au chocolat, cigarre",Forte
Bruggeri,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4,4/2/19,12,Blonde ,33cl,Suﾏdoise,Oppigards,IPA,0.062, Fermentation haut  ,L'arﾪme est d_licat et hoppe,"Fruit_ sucr_, plein de pﾐches et de fruits tropicaux",n.a,n.a,Moyenne 
Thurbo double ipa,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,5/2/19,12,Ambr_e,33cl,Suﾏdoise,Oppigards,Imperial IPA,0.085, Fermentation haut  ,"Le houblon fruit_, les fruits tropicaux juteux, les agrumes, le malt, le pamplemousse, l'orange sucr_, la mangue, la r_sine de pin, l_gﾏrement floral et le parfum",Moyen amer,Doux avec une finition amﾏre,n.a,Forte
Thurbo stout,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,4.4,6/2/19,12,Noire ,33cl,Su�doise,Oppigards,Imperial Stout,0.087, Fermentation haut  ,"Gros malts au caramel, au lait sucr_, � la vanille, au bourbon bourr_ du ch�ne","Le palais est plein et cr_meux, carbonatation mod_r_e, velout_","Compos_ de ch�ne boisier, de bourbon, de vanille, de r�ti de fum_e et de terre",n.a,Forte
Spoiler alert,Biéres Artisanales,Chez Alan ,Bouteilles,"Parfois, les choses sont ce qu'il dit sur l'emballage. Alerte spoil! C'est notre interpr_tation de la Pale Ale moderne. �pais, juteux et houblonn_.",5,7/2/19,12,Ambr_e,33cl,Su�doise,Beerbliotek,American Pale Ale ,0.045, Fermentation haut  ,"Houblon fruit_, fruits juteux, ananas, citrus, malt l_ger, notes tropicales",n.a,"L_ger, doux et moyen amer",n.a,L_g�re
A moment of clarity gbg beer week,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5.5,8/2/19,12,Blonde,33cl,Suﾏdoise,Beerbliotek,Session IPA ,0.047,Fermentation haut ,"Fruits tropicaux, citrus, melon, un peu de pin, de gazon.","Fruits et citrons tropicaux juteux, un peu de pin, herbe, melon, finition amﾏre",n.a,n.a,L_gﾏre
Mocha latte ,Biéres Artisanales,Chez Alan ,Bouteilles,"Mocha Latte Stout, une combinaison de tout ce que nous aimons dans Stouts, caf_ et chocolat! Celui-ci n'est pas v_g_talien, mais c'est d_licieux, et cr_meux!",6.1,9/2/19,12,Noire ,33cl,Su�doise,Beerbliotek,Imperial Stout ,0.08, Fermentation haut  ,"Caf_ vert, chocolat noir, haricots, caramel, gousses vertes, notes vanill_es et poivr_es � la finition",n.a,Au-dessus de mod_r_ doux et mod_r_ amer,n.a,Forte
Passion ,Biéres Artisanales,Chez Alan ,Bouteilles,"Anciennement publi_ sous le nom ""Poppels Projekt 006 SM�F 2015"", nouveau label pour nouvelle version.",3.3,10/2/19,12,Ambr_e,33cl,Su�doise,Poppels Bryggeri,American Pale Ale ,0.052, Fermentation haut  ,"Les l_gumes fruit_s et l_g�rement floraux, les fruits tropicaux, y compris les fruits de la passion et le pamplemousse, et le malt l_ger et grain_",n.a,Mod_r_ doux et mod_r_ � moyen amer,n.a,Moyenne 
Saison  ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,5.5,11/2/19,12,Ambr_e,33cl,Suﾏdoise,Stigbergets Bryggeri,Saison ,0.055, Fermentation haut  ,"Arﾪme fruit_ et yeasty, abricot, foin et levure poivr_e","Go_t doux, lev_ et fruit_, poivr_ doux",n.a,n.a,Moyenne 
Russian,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,6.6,12/2/19,12,Noire,33cl,Suﾏdoise,Stigbergets Bryggeri,Imperial stout,0.085, Fermentation haut  ,"Caf_, malts noirs, rﾪti, grill_, r_glisse, vanille","Mates lisses, fortes, rﾪties, cendres, poudre de cacao, chocolat noir, alcool, vanille, laurier, ferme, douceur moyenne, amertume moyenne, belle.",n.a,n.a,Forte
Imperial ,Biéres Artisanales,Chez Alan ,Bouteilles,n.a,6.6,13-02-2019,12,Ambr_e,33cl,Su�doise,Stigbergets Bryggeri,IPA,0.08, Fermentation haut  ,n.a,�clat houblon de fruit_,n.a,n.a,Forte
Zodiak ,Biéres Artisanales,Chez Alan ,Bouteilles,"Un m_lange de grains, de post-fermentation intacte et d'hesp_r_ment houblonn_ avec Simcoe, Citra et Centennial.",4.4,14-02-2019,12,Blonde ,33cl,Suﾏdoise,Omnipollo,IPA,0.062, Fermentation haut  ,"Arﾪmes de houblon, d'agrumes et de citron.","Saveurs fruit_es d'agrumes, de pﾐche et de houblon.",n.a,n.a,Moyenne 
Nebuchadnezzar,Biéres Artisanales,Chez Alan ,Bouteilles,"""Neb"" est une recette d'infusion maison qui a _t_ mise � l'_chelle sans tenir compte des _conomies d'_chelle. Certains disent idiot, et en tant qu'_conomiste, je devrais �tre d'accord. Obtenez frais ou mourir en essayant.",5,15-02-2019,12,Blonde ,33cl,Su�doise,Omnipollo,Imperial IPA,0.085, Fermentation haut  ,Les notes de citrusy - certainement le pamplemousse et le zeste de citron,"Doux au d_but, mais vous �tes frapp_ d'une amoureuse charmante et citronn_e",n.a,n.a,Moyenne 
